No,Name,Address,Class,District,Longitude,Latitude,Pop,Envi_Fact
1433,RS Mata Jkt Eye Centre,Jl. Teuku Cik Ditiro 46 Jakpus,B Uta,Kota Jakarta Pusat,106.8368596,-6.198721229,7.602947,0.384617
1434,RS Mata Dr. Yap,Jl. Cik Ditiro 7 Yogyakarta,,Yogyakarta,110.3750002,-7.780012104,4.991307,0.512794
1435,RS Mata Oculer,"Jl. Sawahan No.69,Padang",,Padang,100.3723715,-0.945677233,3.718423,0.844876
1436,RS Mata Perintis,"Jl. P.Kemerdekaan No.71,Padang",,Padang,100.3629985,-0.889015436,3.766924,0.832913
1437,RS Mata Sitawa,"Jl. Kartini No.17,Padang",,Padang,100.3594579,-0.940067684,3.750757,0.855445
1438,RS Mata Prof.Dr. Warouw,Jl. Dr Suharso No. 2 Palu,,Palu,119.8505989,-0.898584667,1.782229,0.513874
1439,RS Khusus Mata Masyarakat,"Jl. Merdeka No.10 A,Palembang",B,Palembang,"104.75582389897,-",-2.991142691,5.926124,0.842978
1440,RS Mata Sriwijaya Eye Centre Palembang,"Jl. Jenderal Sudirman No. 502 Km.4,5, Palembang",C,,104.7507584,-2.970666499,5.612849,0.843179
1441,RS Paru Dr. H.A. Rotinsulu Bandung,Jl. Bukit Jarian No. 40 Bandung,A,Kota Bandung,107.6065629,-6.877659497,9.484239,0.751708
1442,RS Paru Dr. Goenawan Partowidigdo Cisarua,Jl. Raya Puncak Cisarua Bogor,A,Bogor,106.9390444,-6.687447623,2.802899,0.056393
1443,RSTP Sidawangi,Jl. Sumber-Mandirancan Cirebon,C,Cirebon,108.5249415,-6.75011137,0.319574,0.368258
1444,RSTP Jember,Jl. Nusa Indah No. 28 Jember,B,Jember,113.7005086,-8.160663265,2.377797,0.401143
1445,RSTP Dungus,"Jl. Raya Dungus - Wungu, Madiun",C,Madiun,111.5809909,-7.665542521,0.378917,0.430673
1446,RSTP Ancol,Jl. LE. Martadinata Jakut,,Jakarta Utara,106.830162,-6.133948327,7.404445,0.124875
1447,RSTP Kalibakung,"Jl. Dr Sutomo 63,Slawi",,Tegal,109.1393432,-6.992739977,1.870803,0.429017
1448,RS Paru Dr. Ario Wirawan Salatiga,"Jl. Hasanudin No.806,Salatiga",B,,110.4503724,-7.369984385,0.800061,0.445745
1449,RS Khusus Paru-Paru Pro.Sumatera Selatan,"Jl. Merdeka No.10,Palembang",B,Palembang,"104.75582389897,-",-2.991142691,5.926124,0.842978
1450,RS Kusta Balun,Jl. Maruti 10 Denpasar,,Kota Denpasar,115.2110603,-8.644591666,4.889413,0.208157
1451,RS Kusta Merauke,Jl. Garuda Mopa Merauke,,Merauke,140.3944979,-8.495992124,2.478184,0.419608
1452,RS Kusta Sitanala,Jl. Dr Sitanala Tangerang,A,Kota Tangerang,106.633694,-6.162642643,6.068963,0.378198
1453,RS Kusta Toto,Toto Kec Kabila Kab Gorontalo,,Boalemo,122.2653894,0.701340791,0,0.460038
1454,RS Kusta Nganget,Pos Jojogan Bojonegoro Tuban,,Tuban,112.0503692,-6.901671756,1.501822,0.339865
1455,RS Kusta Kediri,"Jl. Veteran No. 48, Kediri",B,Kota Kediri,111.9971766,-7.811457685,0.293996,0.313269
1456,RS Kusta Sumberglagah,Sumberglagah Pacet Mojokerto,C,Mojokerto,112.5372228,-7.661515953,1.425141,0.353748
1457,RS Kusta Kelet Donorejo,Kelet Kec Kaling Kab.Jepara,C,Jepara,110.9017137,-6.495911396,0.569819,0.782041
1458,RS Kusta Hutasalem,Desa Sintong Manipi Kec.Laguboti Tobasa,,Tapanuli Utara,99.13487731,2.360144219,0.545693,0.767097
1459,RS Kusta Lau Simomo,"Desa Lau Simomo,Kec.Kabanjahe,Kab.Karo",,Karo,98.45294253,3.137534979,0.803045,0.866169
1460,RS Kusta Singkawang,Jl. Gn Sari 70 Singkawang,,Sambas,108.984599,0.908796008,2.065384,0
1461,RS Kusta Tenggarong,Jl. Tanjung Kupang Tenggarong,,Kutai Barat,116.9813992,-0.417322808,1.322322,0.849259
1462,RS Kusta Kalang Kalang,Jl. Dr Ratulangi Palopo,,Luwu,120.2000007,-2.999998466,3.163331,0
1463,RS Kusta Batulelleng,Jl. Taman Pahlawan Rantepao,,Tana Toraja,119.9051917,-2.960771754,0.096082,0.936614
1464,RS Kusta Lauleng,Jl. P Pinrang Km 4 Pare Pare,,Pare Pare,119.6344395,-3.999635281,2.579358,0.669174
1465,RS Kusta Makassar,"Jl. P Kemerdekaan Km.14,Makassar",B,,119.4263377,-5.143662247,6.728243,0.412903
1466,RS Kusta Dr. Rivai Abdullah,Jl. Dr. Rivai Abdullah - Mariana Banyuasin I,B,Lampung,105.2604069,-5.385256342,4.249512,0.029633
1467,RS Kusta Sepolong,Sepolong Kab Lombok Timur,,Lombok Timur,116.5609863,-8.513445045,0.219853,0.186975
1468,RS Kusta Panda,Panda Kec Belo Kab Bima,,Bima,118.7274048,-8.460569025,2.808934,0.368929
1469,RS Kusta Lembata,Lembata Kab Flores Timur,,Flores Timur,121.0793711,-8.657384827,0.017077,0.127046
1470,RSK Bedah Graha Usadha,Jl. Cokroaminoto No.28 Denpasar,,Denpasar,115.209999,-8.643360954,4.889413,0.208157
1471,RSK Bedah Yayasan Bundo,"Jl. Pancasila 5, Sungai Penuh",,Kerinci,101.4123766,-2.073027162,0.170297,0.769054
1472,RSK Bedah Benggala,"Jl. Yusuf Martadilaga No.56,Serang",,Serang,106.1548758,-6.121222053,3.524074,0.132031
1473,RSK Bedah Halmahera Siaga,Jl. Halmahera No. 10 Bandung,,Kota Bandung,107.6160251,-6.907232255,9.438422,0.082276
1474,RSK Bedah Budi Kasih,Jl. Raya Majalengka-Kadipaten Km.7,,Majalengka,108.1674643,-6.765571073,2.882457,0.587102
1475,RSK Bedah Plastik Aibee Aesthetic Center,Jl. Pasir Angin Gadog Ciawi Bogor,,Bogor,106.8651749,-6.649045845,2.711896,0.731528
1476,RSK Bedah Bina Sehat,Jl. Raya Dayeuh Kolot No.325 Bandung,D,Kota Bandung,107.623998,-6.986086998,3.329598,0.855774
1477,RSK Bedah Dina L,"Jl. Hayam Wuruk No.90,Kediri",,Kota Kediri,112.0113967,-7.816893329,3.740186,0.307216
1478,RSK Bedah Yasmin,Jl. Letkol Istiqlah Banyuwangi,,Banyuwangi,114.3704796,-8.225636827,1.844126,0.377331
1479,RSK Bedah Bhakti Rahayu,Jl. Ketintang Madya I/16 Surabaya,,Surabaya,112.7217939,-7.320595381,5.513744,0.056217
1480,RSK Bedah Onkologi,"Jl. Galaxy Bumi Permai Blok A2 No.7,Surabaya",C,Kota Surabaya,112.789376,-7.290786291,2.999108,0.238188
1481,RS THT Bedah Yayasan Yurino,"Jl. Ciranjang No.20-22,Jaksel",,Kota Jakarta Selatan,106.8107828,-6.235776359,7.121054,0.212777
1482,RSK Bedah Rawamangun,"Jl. Balai Pustaka Raya,Jaktim",,Jakarta Timur,106.8845452,-6.196612074,0.773065,0.164044
1483,RSK Bedah Kramat Lima,Jl. Kramat V No. 6 Jakpus,,Jakarta Pusat,106.8432183,-6.187956959,8.231556,0.176128
1484,RSK THT Bedah Proklamasi,Jl. Proklamasi 43 Jakarta Pusat,,Jakarta Pusat,106.8482348,-6.201896109,8.225068,0.260309
1485,RSK Bedah Bina Estetika,Jl. Teuku Cik Ditiro 41 Jakarta Pusat,,Jakarta Pusat,106.8375954,-6.199492654,7.602947,0.384617
1486,RSK Benda Chandera,Jl. Raya Mangga Besar 40 Jakbar,,Jakarta Barat,106.8255246,-6.148828348,9.308882,0.012269
1487,RSK Bedah Cinta Kasih Tzu Chi,Jl. Kramat Raya Komplek Rusun BCI Jakbar,,Jakarta Barat,106.7058022,-6.161095335,9.101452,0.175498
1488,RSK Bedah Siaga Medika Banyumas,Jl. Pramuka No.55 Banyumas,,Banyumas,109.2931956,-7.524590336,1.084701,0.980088
1489,RSK Bedah Diponegoro,"Jl. Diponegoro No.21,Klaten",B,Klaten,110.6146323,-7.709558307,1.176006,0.265779
1490,RS Khusus Bedah Nur Hidayah,"Jl. Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul",,Bantul,110.3857957,-7.891338021,1.070881,0.629576
1491,RSK Bedah An-Nur,"Jl. Samirono Baru No.14-16,Sleman",,Sleman,110.3843688,-7.777185034,3.703163,0.503218
1492,RSK Bedah Dharma Husada,Jl. Yogya-Wonosari Sleman Yogya,,Sleman,110.4970235,-7.855451176,0.093594,0.672026
1493,RSK Bedah Patmasuri,Lapangan Krapyak Yogyakarta,C,Yogyakarta,110.3602852,-7.828406728,2.714435,0.330948
1494,RSK Bedah Soedirman,Jl. Sidobali UH II/402 Muja-Muju Yogyakarta,D,Yogyakarta,110.3940406,-7.797286661,2.149393,0.041614
1495,RSK Bedah Ropanasuri,"Jl. Aur No.8,Padang",,Padang,100.3593063,-0.935381169,3.750757,0.833916
1496,RSK Bedah &quot;Accuplast&quot;,"Jl. Sei Bahbolon No.40, Medan Baru",,Medan Baru,98.65473023,3.582062763,4.957774,0.053194
1497,RSK Bedah Siaga,Jl. A Yani No. 149 Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1498,RSK THT Bedah P.Raharja,Jl. Sawo No. 58-60 Jakpus,,Jakarta Pusat,"106.870659591992,",-6.19544379,0.723159,0.165841
1499,RSK THT Prof Nizar,Jl. Kesehatan No. 9 Jakpus,,Jakarta Pusat,106.8149119,-6.171806095,7.483233,0.339689
1500,RSK THT Bina Waluya,"Jl. Dr Susanto No.113,Pati",,Pati,111.0448419,-6.754780049,1.660748,0.241521
1501,RSK THT Dr. Soeharso JD,"Jl. Kepatihan Wetan, Surakarta",,Surakarta,110.8317905,-7.563647603,3.011302,0.533456
1502,RSK THT Syifaa Rohmani,"Jl. Osamaliki No.26 A,Salatiga",,Salatiga,110.4959132,-7.330155694,2.838474,0.586181
1503,RSK THT Wira Husada,Jl. Tentara Pelajar Semarang,,Kota Semarang,110.4365759,-7.009332292,4.042089,0.288766
1504,RSK THT Dharma Usadha,Jl. Kalimas Raya Semarang,,Kota Semarang,110.3297671,-7.052768395,1.444763,0.637676
1505,RSK THT Puri Usadha,"Jl. Benfawan 34,Pekalongan",,Kota Pekalongan,109.3863239,-6.899727588,2.670693,0
1506,RSK THT Trunorejo,"Jl. Dukuh I No.25,Tegal",,Kota Tegal,109.1297338,-6.945067727,0.193194,0.416041
1507,RSK THT Sari Asih,Jl. Tirtodipuran No. 38 Yogya,,Yogyakarta,110.3720483,-7.788279277,4.991307,0.511659
1508,RSK THT Prof R Oepomo,Jl. Suryomentaraman 298 A Yogya,,Yogyakarta,110.3671299,-7.808251591,4.927858,0.039873
1509,RS Ibu dan Anak Puri Bunda,"Jl. Gatot Subroto VI /19, Denpasar",,Denpasar,115.2321741,-8.673549068,4.418144,0.486957
1510,RSAB Eria Bunda,"Jl. KH.Ahmad Dahlan No.163,Pekanbaru",,,101.4379985,0.512016278,3.023018,0.829461
1511,RSIA Mutia Sari,Jl. Bathin Betuah No.1-A Simp.Padang Duri,,Bengkalis,102.250906,1.466544827,0,0.777953
1512,RSIA&quot;Andini&quot;,Jl. Tuanku Tambusai No.55 - Pekanbaru,,Pekanbaru,101.4371469,0.505773537,2.552771,0.801009
1513,RS Khusus Bedah & Kebidanan Syafira,"Jl. Jenderal Sudirman No.134, Pekanbaru",B,riau,101.4520447,0.504837126,2.700563,0.790225
1514,RSIA Selaras,"Jl. Raya Serang KM.18,5 Desa Bojong,Tangerang",,Tangerang,106.4965187,-6.223134807,0.384568,0.346168
1515,RSIA Lestari,Jl. Cirendeu Indah III/37 Ciputat Tangerang,,Tangerang,106.7715026,-6.312686934,5.470371,0.104704
1516,RSIA An-Nisa Tangerang,Jl. Gatot Subroto 96 Tangerang,C,Kota Tangerang,106.6043442,-6.187979255,6.331203,0.382688
1517,RSIA Kurnia,"Jl. Jombang Masjid No.4,Cilegon",C,Kota Cilegon,106.0531013,-6.015599326,2.309499,0.109095
1518,RSIA Sukajadi,Jl. Sukajadi No. 149 Bandung,,Kota Bandung,107.5961598,-6.886711472,10.125685,0.770242
1519,RSIA Tedja,Jl. RE. Martadinata 97 Bandung,,Kota Bandung,107.6200071,-6.905751833,10.125685,0.082276
1520,RSIA &quot;Melinda Hospital&quot;,"Jl. Pajajaran No.46 Kel Pasirkaliki,Kota Bandung",,Kota Bandung,"107.60336124069,-",-6.906813099,10.308956,0.830676
1521,RSIA Permata Cibubur,"Jl. Alternatif Cibubur - Cilenungsi No. 6A, Kec. Jati Sampurna, Bekasi",,Bekasi,106.9110011,-6.375662818,6.290416,0.243798
1522,RSIA Melania,"Jl. Pahlawan No.91, Kota Bogor",,Bogor,106.8006918,-6.611415491,5.357225,0.756583
1523,RSIA Hermina Depok,Jl. Raya Siliwngi No. 50 Pancoran Mas Depok,,Bogor,106.8251233,-6.399915869,5.975662,0.419735
1524,RSIA Citra Insani,Jl. Raya Parung Bogor No.242 Bogor,,Bogor,106.7352634,-6.484817153,1.565255,0.642797
1525,RSIA Tumbuh Kembang,Jl. Raya Bogor Km.31 No.23 Bogor,,Bogor,106.8614382,-6.3716853,6.966748,0.313513
1526,RSIA Mary Cileungsih Hijau,Jl. Raya Narogong Cileungsi Bogor,,Bogor,106.9694777,-6.399746423,2.966705,0.012911
1527,RSIA Citra Sari Husada,"Jl. Raya Kosambi-Telaga Sari Km.3 Klari,Karawang",,Karawang,107.3774989,-6.349929346,2.837264,0.131648
1528,RSIA Seto Hasbadi,Jl. Raya Seroja 19 Bekasi Utara,,KOTA BEKASI,106.9887232,-6.202012046,7.189047,0.037821
1529,RSIA Hermina Bekasi,Jl. Kemakmuran No.39 Margataya Bekasi,,KOTA BEKASI,106.9945602,-6.241488467,6.323698,0.070658
1530,RSIA Bella,"Jl. Ir.H.Juanda No.141,Bekasi",,KOTA BEKASI,107.0110009,-6.246861684,5.358502,0.613375
1531,RSIA Anna,"Jl. Raya Pekayon Jaya No.36,Kel.Jaka Setia,Bekasi",,Bekasi,106.9770002,-6.274918348,4.626285,0.116822
1532,RSIA Jati Sampurna,"Jl. Studio ANTV Rt.03/07 Kel.Jati Raden,Bekasi",,Bekasi,106.9110011,-6.375662818,6.290416,0.243798
1533,RSIA Hermina Bogor,"Jl. Ring Road Bogor Utara , Bogor",,Kota Bogor,106.7774956,-6.556140474,4.472778,0.659046
1534,RSIA Trimitra,"Jl. Raya Jakarta Bogor Km.43, Cibonong",,Kota Bogor,106.8473207,-6.474382856,2.693695,0.051015
1535,RSIA Ridogalih,Jl. Gudang No. 24 Sukabumi,,Kota Sukabumi,106.9342642,-6.921875943,4.293006,0.856683
1536,RSIA Hermina Pasteur,"Jl. DR. Djundjunan No.107, Bandung",,Kota Bandung,107.588508,-6.895611837,10.996219,0.768557
1537,RSIA Karunia Bunda,"Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi",-,Bekasi,106.9129988,-6.2758503,6.617958,0.541573
1538,RSIA Sumber Kasih,Jl. Siliwangi No.135 Cirebon,C,Kota Cirebon,108.5595932,-6.70903859,3.587188,0.457177
1539,RSIA Bunda,Jl. Adisucipto 9 Banyuwangi,,Banyuwangi,114.3623908,-8.23187065,1.844126,0.460884
1540,RSIA Panca Dharma,Jl. Raya 14A Pandaan Sukorejo,,Pasuruan,112.6459357,-7.677541962,1.216902,0.569669
1541,RSAB Jasem,Jl. Samanhudi No.85A Sidoarjo,,Sidoarjo,112.7217092,-7.459322474,0.351762,0.161532
1542,RSAB Aisyiah Bojonegoro,Jl. Hasyim Asyari 17 Bojonegoro,,Bojonegoro,111.8724332,-7.156665449,1.827786,0.263455
1543,RSAB Muhammadiyah,Jl. Diponegoro No.1 Tuban,,Tuban,112.044501,-6.898559303,2.094646,0
1544,RSIA Nyai Ageng Pinatih,Jl. KH Abd Karim 76-78 Gresik,,Gresik,112.6521294,-7.156883945,2.613035,0.083277
1545,RSIA Muhammadiyah Kediri,"Jl. Achmad Dahlan No.39,Kediri",,Kota Kediri,112.0022065,-7.802173836,2.818187,0.315511
1546,RSIA Aminah,"Jl. Veteran No.12,Blitar",,Kota Blitar,112.1680003,-8.100188937,2.721039,0.033608
1547,RSIA I.B.I. Surabaya,Jl. Dupak 15A Surabaya,,Surabaya,112.7259988,-7.245860848,5.536814,0.080577
1548,RSIA Siti Aisyiah,Jl. Pacar Keling No.15A Surabaya,C,Surabaya,112.7569985,-7.259140051,5.836725,0.078639
1549,RSAB Muslimat,Jl. U Sumohardjo 32-34 Jombang,D,Jombang,112.2289696,-7.560771482,2.747066,0.232124
1550,RSIA Budi Kemuliaan,Jl. Budi Kemuliaan No.25 Jakarta Pusat,,Kota Jakarta Selatan,106.8181002,-6.180024219,7.483233,0.169589
1551,RSIA &quot; Aulia &quot;,"Jl. Jeruk Raya No.15 RT.011 RW 01,Jagakarsa Jaksel",,Kota Jakarta Selatan,106.8270005,-6.335000276,0.616579,0.112894
1552,RSIA Bunda,Jl. Teuku Cik Ditiro No. 28 Jakpus,,Jakarta Pusat,106.8365341,-6.195903077,7.721336,0.384617
1553,RSIA Bina Sehat Mandiri,"Jl. Duri Raya No.22 Duri Kepa,Jakbar",,Jakarta Barat,106.7757699,-6.173652163,10.317775,0.232926
1554,RS Ibu dan Anak Sayyidah,"Jl. Taman malaka Selatan No.6 Pondok Kelapa, Jaktim",,Jakarta,106.9322576,-6.232530133,7.039826,0.054238
1555,RSIA Zahirah,"Jl. Sirsak No.21 RT/RW 009/001,Jagakarsa,Jaksel",,Jakarta Selatan,106.8236963,-6.335718191,0.616579,0.112894
1556,RSIA Brawijaya Women and Children Hospital,"Jl..Taman Brawijaya No.1,Cepete Utara,Jaksel",,Jakarta Selatan,106.807541,-6.257380704,6.426317,0.113696
1557,RSIA Muhammadiyah Taman Puring,"Jl. Gandaria I/20 Kebayoran Baru, Jaksel",,Jakarta Selatan,106.7869979,-6.241599945,6.600001,0.032987
1558,RSIA Berkat Ibu,"Jl. Sumur Batu Raya Blok A3 No.13 Kemayoran,Jakpus",,Jakarta Pusat,106.8658973,-6.162080796,8.354395,0.109068
1559,RSIA Tambak,"Jl. Tambak No.18 Manggarai, Jakpus",,Jakarta Pusat,106.8492425,-6.205606081,8.225068,0.260309
1560,RS Anak dan Bunda H K,Jl. S Parman Kav 87 Jakbar,,Jakarta Barat,106.7962818,-6.184059705,9.772527,0.013795
1561,RSIA Hermina Daan Mogot,Jl. Kintamani Raya No. 2 Jakbar,,Jakarta Barat,106.7120003,-6.152761275,8.598146,0.032476
1562,RSIA Puri Medika,Jl. Sungai Bambu 5A Tanjung Priok,,Jakarta Utara,106.8854192,-6.129944055,5.810617,0.011232
1563,RSIA Hermina,"Jl. Jatinegara Barat 126,Jaktim",B,Jakarta Timur,106.8646398,-6.220240851,7.270101,0.289277
1564,RSIA Family,Jl. Pluit Mas I Blok A Jakut,C,Jakarta Utara,106.7905741,-6.133792259,6.591614,0.112034
1565,RSIA Bahagia,"Jl. A Rachman Saleh No.71,Semarang",,Kota Semarang,110.3797848,-6.997872402,4.107022,0
1566,RSIA Bunda Arif,Jl. Dr.Gumbreg No.927A Mersi Purwokerto Kab.Banyumas,,Banyumas,109.2945333,-7.52839395,0.675715,0.978751
1567,RSAB Aprilia,Jl. Gatot Subroto 95 Cilacap,,Cilacap,109.0192819,-7.708398941,1.056567,0
1568,RSIA Ananda,Jl. Pemuda No. 30 Purwokerto,,Banyumas,109.2211276,-7.417161674,1.618161,0.854705
1569,RSIA Amelia,Jl. Banyumas Klampok 1 Banyumas,,Banyumas,109.2940829,-7.536741387,0.675715,0.974005
1570,RSIA Dewi Queen,"Jl. Kutoarjo No.60,Kebumen",,Kebumen,109.6760272,-7.688390955,0.030764,0.980528
1571,RSIA Adina,"Jl. P Ronggolawe No.24,Wonosobo",,Wonosobo,109.9054836,-7.351398852,1.804712,0.061094
1572,RSIA Aisyiah,"Jl. Pramuka No. 10,Klaten",,Klaten,110.5977323,-7.710909415,1.814938,0.036095
1573,RSIA Amal Bakti,Ds Teriangun Brebes,,Brebes,109.01126,-6.856023938,1.867901,0.541966
1574,RSIA Mardi Waluyo,"Jl. Pandanaran No.24,Semarang",,Kota Semarang,110.4156003,-6.986987736,0.384729,0.420025
1575,RSIA Kasih Ibu Tegal,"Jl. Sultan Agung 32,Tegal",,Kota Tegal,109.1360435,-6.883723874,3.427631,0.382465
1576,RS Ibu dan Anak &#39; Aisyiyah &#39;,"Jl. Mayjend Sutoyo 113, Purworejo",0,Purworejo,110.0165955,-7.71291601,1.122837,0.843678
1577,RSIA Restu Ibu,"Bendungan Desa Pilangsari Kec. Ngrampal, Sragen",0,,111.0176325,-7.428090931,0.017491,0.391054
1578,RSIA Amanah,Jl Raya Kebokura No.37 Kec Sumpiuh Kab Banyumas,C,Banyumas,109.3596852,-7.613277397,0.152036,0.978679
1579,RSIA Assalam,"Jl. Gatot Subroto KM.1,5,Sragen",C,Sragen,110.8282812,-7.398723291,1.031896,0.535464
1580,RSIA Hidayah Purwokerto,Jl. Supriyadi No. 22 Purwokerto,D,Banyumas,109.2580578,-7.426668477,2.018255,0.822842
1581,RSIA Ummi Khasanah,Jl. Pemuda Ds Gandekan Bantul,,Bantul,110.3312698,-7.878825783,1.454613,0.042902
1582,RSIA Permata Bunda,Jl. Ngeksigondo 56 Yogyakarta,,Yogyakarta,110.3957083,-7.819038156,3.322522,0.334605
1583,RSIA Bethesda Lempuyang,Jl. Raya Hayam Wuruk 6 Yogya,,Yogyakarta,110.0398141,-7.7964974,0.088371,0.097723
1584,RS PKU Muhammadiyah Bantul,Jl. Jenderal Sudirman 124 Bantul,C,Bantul,110.330213,-7.886865542,1.517081,0.043619
1585,RS Ibu dan Anak Sakina Idaman,"Jl. Nyi Condrolukito,Blunyah Gede 60,Sleman",C,Sleman,110.368432,-7.769551053,2.446767,0.463198
1586,RS Ibu dan Anak Nuruddiniyah,Jl. Raya Sei Panas - Batam,,Batam,104.0303192,1.060039798,3.686688,0.475341
1587,RSIA Mutiara Aini,"Jl. Batu Aji II Blok A No.01, Kel.Buliang, Kec.Batu Aji - Batam",C,,104.030453,1.045623524,0.299731,0.771595
1588,RSIA Badrul Aini,"Jl. Bromo Gg.Sukri No.18,Medan",,Medan,98.71163282,3.575195747,4.998246,0.435547
1589,RSIA Sri Ratu,"Jl. Nibung Raya No.204,Medan",,Medan,"98.6756344939481,",3.58500131,4.472114,0.391668
1590,RSIA Rosiva,Medan,,Medan,98.68309457,3.590178327,4.937538,0.391668
1591,RSIA Bunda Zahara,"Jl. Yos Sudarso No.209 K,Medan",,Medan,98.66577096,3.682450505,4.026927,0.648727
1592,RSIA Harapan Ibu,"Jl. Danau Singkarak 13 A,Medan",,Medan,98.647832,3.604607978,4.836359,0.410172
1593,RSIA Sitti Masyithah,Jl. WR Supratman No. 7 Palu,,Palu,119.8505989,-0.898584667,1.782229,0.513874
1594,RSIA Anugerah Bunda Khatulistiwa,"Jl. Ahmad Yani,Pontianak Selatan",,Kota Pontianak,109.3460002,-0.05128858,2.110438,0.829833
1595,RSIA Fatima Ketapang,"Jl. Jend Sudirman No.27, Ketapang",D,Ketapang,109.9719019,-1.859097329,0.839028,0.975015
1596,RSIA Aisyiah Samarinda,Jl. P Hidayatulah 64 Samarinda,,Samarinda,117.1497481,-0.499914278,4.491475,0.764591
1597,RS Ibu dan Anak 165,"Jl. Ary Ginanjar No.1,Moncongloe Lappara",,Bone,120.2166688,-2.083332144,0,0.700523
1598,RSIA Rappang,Jl. Achmad Yani No. 1 Rappang,,Sidenreng Rappang,120.0202989,-3.773897749,0.075214,0.645502
1599,RSB St Fatimah,Jl. Gn Merapi No. 73 Makassar,B,Makassar,119.4173482,-5.138953436,6.329336,0.411388
1600,RSIA Chaterine Booth,Jl. Arief Rate No.15 Makassar,B,Makassar,119.4132547,-5.146043407,6.329336,0.492659
1601,RSIA Pertiwi Makasar,"Jl. Jend.Sudirman No.14, Makasar",B,Makasar,119.4145969,-5.140598845,6.329336,0.492659
1602,RSIA Permata Bunda,"Jl. Masjid Agung Al-Kautsar No.9,Kendari",,Kendari,122.5946985,-3.967489621,0.949707,0.813402
1603,RSIA Beureunuen,"Jl. Banda Aceh  Medan Km.125,5 Kota Mini - Beureunuen",,Pidie,"95.9220771660305,",5.342480186,0.690638,0.798008
1604,RSIA Bunda,Jl. Darussalam 16.Lhokseumawe,,Bireuen,97.14569909,5.183375001,0.926078,0.359225
1605,RSIA Harapan Bunda,"Jl. Teuku Umar 181,Banda Aceh",,Banda Aceh,95.30996299,5.539991608,1.205042,0.402208
1606,RS Ibu dan Anak Propinsi NAD,"Jl. Prof.A.Majid Ibrahim I,Banda Aceh",B,Banda Aceh,95.31905509,5.54618084,0.969055,0.418882
1607,RSGM FKG Un Mahasaraswati,Jl. Kamboja 11A Denpasar,,Denpasar,115.2246383,-8.653139763,0.443778,0.207516
1608,RSGM FKG Univ.Pajajaran,Jl. Sekeloa No. 1 Bandung,,Kota Bandung,107.6185802,-6.888811708,10.492226,0.744544
1609,RSGM Universitas Jember,Jl. Kalimantan No. 37 Jember,,Jember,113.7141356,-8.176377137,2.260506,0.318943
1610,RSGM FKG Univ.Erlangga,Jl. Prof Dr Moestopo 47 Sby,,Surabaya,112.7569985,-7.264682713,5.836725,0.077541
1611,RSGM Hang Tuah Surabaya,FKG Hang Tuah Surabaya,,Surabaya,112.7928051,-7.290911146,5.121553,0.238188
1612,RSGM Univ.Prof.Moestopo,"Jl. Bintaro Permai Raya,Jaksel",,Jakarta Selatan,106.7669543,-6.255445454,0.573158,0.088614
1613,RSGM Yayasan Trisakti,Jl. Kyai Tapa Grogol Jakbar,,Jakarta Barat,106.7928929,-6.166629079,9.367375,0.281434
1614,RSGM FKG Univ.Indonesia,Jl. Salemba Raya No. 4 Jakpus,A,Jakarta Pusat,106.852627,-6.19316073,8.018826,0.203576
1615,RSGM Univ.Gajah Mada,Jl. Sekip Utara Yogyakarta,,Yogyakarta,110.3686683,-7.797117216,5.371999,0.535057
1616,RSGM FKG Univ.Hasanudin,Jl. Perintis Kemerdekaan Mks,,Makassar,119.4879982,-5.132411935,4.999643,0.384568
